folio_u;tit_propio;nombre_edi;es_enlinea;catalogada;id_catalogo;nombre_largo;issn_e;issn_l;issn_imp;subtemas
15572;"Revista Empresa y humanismo";"Universidad de Navarra, Servicio de Publicaciones";1;1;5672;España;2254-6413;1139-7608;1139-7608;"Administración, Economía, Economía de la empresa"
25198;"Revista Enfermería a la Vanguardia";"Universidad Nacional San Luis Gonzaga de Ica. Facultad de Enfermería";1;1;10449;Perú;2308-7838;2308-1791;;Enfermería
15579;"Revista Enfermería Herediana";"Universidad Peruana Cayetano Heredia, Facultad de Enfermería";1;1;5677;Perú;2075-4000;2225-7616;1998-5487;Enfermería
26763;"Revista enfermería neonatal.";"FUNDASAMIN-Fundación para la Salud Materno Infantil";1;1;10922;Argentina;2591-6424;2591-6424;;Enfermería
15580;"Revista enfoques";"Universidad Central de Chile, Facultad de Ciencias Políticas y Administración Pública";1;1;5678;Chile;0718-9656;0718-0241;0718-0241;"Ciencia política y administración pública"
27398;"Revista Enfoques de la Comunicación";"Consejo de Regulación, Desarrollo y Promoción de la Información y Comunicación";1;1;11056;Ecuador;2806-5646;2661-6939;;"Ciencias de la comunicación, Derechos humanos"
27620;"Revista enfoques educacionales (En línea)";"Universidad de Chile, Facultad de Ciencias Sociales";1;1;11125;Chile;2735-7279;0717-3229;;Educación
21801;"Revista entramados";"Universidad Nacional de Mar del Plata. Facultad de Humanidades. Centro de Investigaciones Multidisciplinarias en Educación. Grupo de Investigaciones en Educación y Estudios Culturales";1;1;8840;Argentina;2422-6459;2422-6459;;"Educación superior"
28334;"Revista Entropía Educativa";"Entropía Educativa";1;1;11984;Colombia;2981-4723;2981-4723;;"Ciencias de la información, Ciencias sociales y humanidades, Educación, Tecnología educativa, Educación superior"
26680;"Revista ERUDITUS";"Universidad Tecnológica Israel";1;1;10910;Ecuador;2697-3413;;;"Administración, Contabilidad, Economía, Finanzas"
29374;"Revista Escuela, Familia y Comunidad.";"Universidad Técnica de Machala";1;1;11641;Ecuador;2960-8023;;;Educación
21693;"Revista ESMAT";"Tribunal de Justiça do Estado do Tocantins (TJTO)";1;1;8767;Brasil;2447-9896;2177-0360;2177-0360;"Derecho y jurisprudencia"
20273;"Revista ESPAMCIENCIA";"Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López";1;1;7953;Ecuador;1390-8103;1390-597X;;Multidisciplinarias
19750;"Revista española de antropología americana";"Servicio de publicaciones. Universidad Complutense de Madrid";1;1;7567;España;1988-2718;0556-6533;0556-6533;"Antropología, Estudios latinoamericanos"
23903;"Revista española de casos clínicos de medicina interna";"Grupo CTO";1;1;10051;España;2530-0792;2530-0792;;Medicina
15592;"Revista española de ciencia política";"Asociación Española de Ciencia Política y de la Administración";1;1;5683;España;2173-9870;1575-6548;1575-6548;"Ciencia política y administración pública"
15602;"Revista española de cirugía oral y maxilofacial";"Sociedad Española de Cirugía Oral y Maxilofacial";1;1;5690;España;2173-9161;1130-0558;1130-0558;"Cirugía, Medicina"
15604;"Revista española de cirugía osteoarticular";"Sociedad de Traumatología y Cirugía Ortopédica de la Comunidad Valenciana";1;1;11270;España;2605-1656;0304-5056;0304-5056;"Cirugía, Medicina, Traumatología y ortopedia"
15605;"Revista Española de Comunicación en Salud";"Departamento de Comunicación de la Universidad Carlos III de Madrid y la Asociación Española de Comunicación Sanitaria";1;1;5691;España;1989-9882;1989-9882;;"Ciencias de la comunicación, Salud pública"
15608;"Revista española de derecho constitucional";"Centro de Estudios Constitucionales";1;1;5694;España;1989-0648;0211-5743;0211-5743;"Derecho y jurisprudencia"
15612;"Revista española de desarrollo y cooperación";"Universidad Complutense de Madrid";1;1;5698;España;2794-0462;2794-0462;1137-8875;"Ciencia política y administración pública, Ciencias sociales y humanidades, Relaciones internacionales, Sociología, Desarrollo económico"
20954;"Revista española de discapacidad";"Centro Español de Documentación e Investigación sobre Discapacidad (CEDIC)";1;1;8391;España;2340-5104;2340-5104;;"Derecho público, Educación, Multidisciplinarias, Psicología, Sociología, Trabajo social"
15613;"Revista española de documentación científica";"Editorial CSIC";1;1;5699;España;1988-4621;0210-0614;0210-0614;"Bibliotecología, Ciencias de la información"
15619;"Revista Española de Educación Comparada";"Universidad Nacional de Educación a Distancia;Sociedad Española de Educación Comparada (SEEC)";1;1;5703;España;2174-5382;1137-8654;1137-8654;Educación
15625;"Revista española de estudios agrosociales y pesqueros";"Universidad de Valladolid";1;1;5707;España;2605-0323;1575-1198;1575-1198;"Economía, Economía agrícola"
15634;"Revista española de investigación criminológica";"Sociedad Española de Investigación Criminológica";1;1;5714;España;1696-9219;;;"Derecho penal, Psicología, Sociología, Criminología"
15637;"Revista española de investigaciones sociológicas";"Centro de Investigaciones Sociológicas";1;1;5716;España;1988-5903;0210-5233;0210-5233;"Ciencia política y administración pública, Sociología"
22287;"Revista española de la transparencia: RET";"Asociación Española de Acreditación de la Transparencia";1;1;9180;España;2444-2607;;;"Ciencia política y administración pública"
15640;"Revista española de lingüística";"Sociedad Española de Lingüística";1;1;5718;España;2254-8769;0210-1874;0210-1874;Lingüística
26;"Revista española de orientación y psicopedagogía";"Asociación Española de Orientación y Psicopedagogía (AEOP)";1;1;17;España;1989-7448;1139-7853;1139-7853;"Educación, Pedagogía, Psicología"
15653;"Revista española de pedagogía";"Universidad Internacional de La Rioja (UNIR)";1;1;5725;España;2174-0909;0034-9461;0034-9461;"Educación, Pedagogía"
15655;"Revista española de podología";"Consejo General de Colegios Oficiales de Podólogos";1;1;5727;España;2695-463X;0210-1238;0210-1238;"Traumatología y ortopedia"
12941;"Revista española de sociología";"Federación Española de Sociología";1;1;4527;España;2445-0367;1578-2824;1578-2824;Sociología
24003;"Revista especializada en investigación jurídica";"Universidad Autónoma de Ciudad Juárez, Instituto de Ciencias Sociales y Administración";1;1;10090;México;2448-8739;2448-8739;;"Derecho y jurisprudencia"
28704;"Revista Especializada Justicia Electoral y Democracia.";"Tribunal Contencioso Electoral";1;1;11792;Ecuador;2960-8155;2960-8155;;"Ciencia política y administración pública, Derecho y jurisprudencia"
21322;"Revista Espiga";"Universidad Estatal a Distancia";1;1;8525;"Costa Rica";2215-454X;1409-4002;1409-4002;"Arte, Literatura, Humanidades"
20187;"Revista Espinhaço";"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)";1;1;7878;Brasil;2317-0611;2317-0611;;Geografía
22684;"Revista ESTOA";"Universidad de Cuenca, Facultad de Arquitectura y Urbanismo, Centro de Investigación";1;1;9375;Ecuador;1390-9274;;;"Arquitectura, Urbanismo, Humanidades"
15675;"Revista Estomatológica Herediana";"Universidad Peruana Cayetano Heredia, Facultad de Estomatología";1;1;5741;Perú;2225-7616;1019-4355;;Odontología
26859;"Revista Estudiantil CEUS (Ciencia Estudiantil Unidad de Salud)";"Universidad Católica de Cuenca";1;1;10947;Ecuador;2806-5514;;;"Medicina, Salud pública"
7061;"Revista Estudios";"Universidad de Costa Rica";1;1;2319;"Costa Rica";1659-3316;1659-1925;1659-1925;Humanidades
20693;"Revista estudios ambientales";"Universidad Nacional del Centro de la Provincia de Buenos Aires; Facultad de Ciencias Humanas; Centro de Investigaciones y Estudios Ambientales";1;1;8246;Argentina;2347-0941;2347-0941;;"Ecología, Multidisciplinarias"
28333;"Revista estudios de la información";"Universidad Autónoma de Chihuahua, Cuerpo Académico de Estudios de la Información";1;1;11856;México;2992-8184;2992-8184;;"Bibliotecología, Ciencias de la información"
23859;"Revista Estudios Socio-Juridicos";"Universidad del Rosario";1;1;11464;Colombia;2145-4531;0124-0579;0124-0579;"Derecho comparado, Derecho internacional, Derecho penal, Derecho público"
24681;"Revista Estudos e Pesquisas em Administração";"Universidade Federal de Mato Grosso (UFMT)";1;1;10274;Brasil;2594-7559;2594-7559;;Administración
15679;"Revista Estudos Feministas";"Universidade Federal de Santa Catarina (UFSC)";1;1;5745;Brasil;1806-9584;0104-026X;0104-026X;"Sociología, Estudios de género"
24137;"Revista Eugenio Espejo";"Universidad Nacional de Chimborazo";1;1;10139;Ecuador;2661-6742;1390-7581;;"Salud pública"
15683;"Revista Eureka sobre enseñanza y divulgación de las Ciencias";"Universidad de Cádiz";1;1;5748;España;1697-011X;1697-011X;;Educación
22623;"Revista euroamericana de antropología";"Ediciones Universidad de Salamanca";1;1;9331;España;2387-1555;2387-1555;;"Antropología, Estudios latinoamericanos"
22832;"Revista eurolatinoamericana de derecho administrativo";"Ediciones UNL";1;1;9472;Argentina;2362-583X;2362-583X;;"Derecho y jurisprudencia, Derecho comparado, Derecho público"
15687;"Revista Europea de Estudios Latinoamericanos y del Caribe";"Centro de Estudios y Documentación Latinoamericanos (CEDLA)";1;1;5751;Iberoamericanistas-Europa;0924-0608;1879-4750;;"Ciencias sociales y humanidades, Estudios latinoamericanos"
29078;"Revista ex lege electrónica";"Universidad La Salle Bajío, Facultad de Derecho, Criminología y Gobernanza";1;1;12049;México;2395-9223;2395-9223;;"Ciencia política y administración pública, Derecho y jurisprudencia, Derecho internacional, Criminología, Derechos humanos"
22879;"Revista Experiencia en Medicina";"Hospital Regional de Lambayeque";1;1;9502;Perú;2412-4214;2412-4214;;Medicina
24635;"Revista Expressão Católica";"Centro Universitário Católica de Quixadá (UNICATÓLICA)";1;1;10262;Brasil;2357-8483;2237-8782;;Multidisciplinarias
19758;"Revista Facultad de Ingeniería";"Universidad Pedagógica y Tecnológica de Colombia";1;1;7574;Colombia;2357-5328;0121-1129;0121-1129;"Ingeniería, Tecnología, Metalurgia, Telecomunicaciones"
25419;"Revista Facultad de Ingeniería Universidad de Antioquia";"Universidad de Antioquia";1;1;10553;Colombia;2422-2844;0120-6230;0120-6230;Ingeniería
26557;"Revista Facultad de Jurisprudencia.";"Pontificia Universidad Católica del Ecuador";1;1;10885;Ecuador;2588-0837;;;"Ciencia política y administración pública, Derecho y jurisprudencia, Economía, Historia, Sociología"
15705;"Revista Facultad de Odontología Universidad de Antioquia";"Universidad de Antioquia";1;1;5762;Colombia;2145-7670;0121-246X;0121-246X;Odontología
26272;"Revista FAECO Sapiens";"Universidad de Panamá, Facultad de Administración de Empresas y Contabilidad";1;1;10824;Panamá;2644-3821;2644-3821;;"Administración, Contabilidad, Multidisciplinarias, Finanzas"
25776;"Revista Fidélitas";"Universidad Fidélitas";1;1;11282;"Costa Rica";2215-6070;2215-6070;;Multidisciplinarias
24174;"Revista filosofía UIS";"Universidad Industrial de Santander";1;1;10161;Colombia;2145-8529;1692-2484;1692-2484;Filosofía
15738;"Revista Forestal del Perú";"Universidad Nacional Agraria La Molina, Facultad de Ciencias Forestales";1;1;5772;Perú;2523-1855;0556-6592;0556-6592;Agronomía
15740;"Revista Forestal Mesoamericana Kurú";"Instituto Tecnológico de Costa Rica";1;1;5774;"Costa Rica";2215-2504;;;"Recursos naturales no renovables"
26528;"Revista Franz Tamayo";"Universidad Adventista de Bolivia (UAB)";1;1;12020;Bolivia;2710-088X;2710-088X;;"Educación, Pedagogía, Educación media o secundaria, Educación preescolar, Educación primaria, Educación superior"
15749;"Revista Fuentes";"Universidad de Sevilla. Facultad de Ciencias de la Educación";1;1;5780;España;2172-7775;1575-7072;;Educación
24888;"Revista galega de dereito social";"Consello Galego de Relacións Laborais";1;1;10355;España;1696-3083;1131-6926;;"Derecho comparado, Derecho laboral"
15751;"Revista galega de economía";"Universidad de Santiago de Compostela, Servicio de Publicaciones e Intercambio Científico";1;1;5782;España;2255-5951;1132-2799;1132-2799;Economía
15752;"Revista Galega de Filoloxía";"Servizo de Publicacións da Universidade da Coruña";1;1;5783;España;2444-9121;1576-2661;1576-2661;"Lingüística, Filología"
19763;"Revista general de información y documentación";"Servicio de publicaciones. Universidad Complutense";1;1;7579;España;1988-2858;1132-1873;1132-1873;"Bibliotecología, Ciencias de la información"
15775;"Revista Geoespacial";"Universidad de las Fuerzas Armadas";1;1;5803;Ecuador;2600-5921;;1390-3993;"Geodesia, Geofísica, Multidisciplinarias, Tecnología, Ciencia y Tecnología"
15780;"Revista Geográfica de América Central";"Universidad Nacional";1;1;5808;"Costa Rica";2215-2563;1011-484X;1011-484X;Geografía
26522;"Revista geográfica de Chile Terra Australis";"Instituto Geográfico Militar y el Observatorio de Gestión de Riesgo de Desastres de la Universidad Bernardo O'Higgins";1;1;10876;Chile;0719-9562;0378-8482;;"Cartografía, Ciencias atmosféricas, Geodesia, Geofísica, Ciencias de la tierra, Ciencia"
26957;"Revista Geographia";"Universidade Federal Fluminense (UFF)";1;1;10958;Brasil;2674-8126;1517-7793;;Geografía
15786;"Revista Geológica de América Central";"Universidad de Costa Rica";1;1;5812;"Costa Rica";2215-261X;0256-7024;0256-7024;Geología
20672;"Revista Geotemas";"Universidade do Estado do Rio Grande do Norte (UERN)";1;1;8231;Brasil;2236-255X;2236-255X;;"Agronomía, Geografía, Planificación del desarrollo, Planificación urbana"
24462;"Revista Gepesvida";"Instituto de Consultoria e Pós-graduação (ICEP)";1;1;10224;Brasil;2447-3545;2447-3545;;Educación
19764;"Revista Gestão & Conexões";"Universidade Federal do Espírito Santo (UFES)";1;1;7580;Brasil;2317-5087;2317-5087;;Administración
15566;"Revista Gestão & Saúde";"Universidade de Brasília (UnB)";1;1;5666;Brasil;1982-4785;1982-4785;;"Administración, Ciencia política y administración pública, Salud pública, Enfermería, Estudios sociales de la salud"
24297;"Revista Gestão & Sustentabilidade";"Universidade Federal da Fronteira Sul (UFFS)";1;1;11630;Brasil;2596-142X;2596-142X;;Administración
26858;"Revista Gestão e Organizações";"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba (IFPB)";1;1;10946;Brasil;2526-2289;2526-2289;;Administración
23327;"Revista Gestión de la Innovación en Educación Superior";"Centro de Innovación en Educación CIEDU";1;1;9751;Chile;0719-7624;0719-742X;0719-742X;"Educación superior"
15795;"Revista Gestión de las Personas y Tecnología";"Universidad de Santiago de Chile, Facultad Tecnológica. Departamento de Tecnologías Generales";1;1;5819;Chile;0718-5693;0718-5693;;Administración
24382;"Revista GICOS";"Universidad de Los Andes";1;1;10208;Venezuela;2610-797X;2610-797X;;"Epidemiología, Salud pública"
15799;"Revista Globalización, competitividad y gobernabilidad";"Georgetown University";1;1;5820;España;1988-7116;1988-7116;;"Ciencia política y administración pública, Economía de la empresa"
22418;"Revista Gobierno y Gestión Pública";"Universidad San Martin de Porres, Instituto de Gobierno y de Gestión Pública";1;1;9260;Perú;2414-4991;2414-4991;;"Ciencia política y administración pública"
29913;"Revista Gregoriana de Ciencias de la Salud";"Universidad San Gregorio de Portoviejo";1;1;11942;Ecuador;3028-8940;;;"Medicina, Odontología, Enfermería"
28679;"Revista guatemalteca de cultura";"Universidad de San Carlos de Guatemala, Facultad de Humanidades";1;1;11459;Guatemala;2789-4207;2789-4207;;Multidisciplinarias
26042;"Revista guatemalteca de educación superior";"Universidad de San Carlos de Guatemala, Facultad de Humanidades, Escuela de Estudios de Postgrado";1;1;10762;Guatemala;2708-9584;2708-9584;;"Ciencias sociales y humanidades"
